0.13638505	0.039296046	0.00213424	-0.019768575	0.0282644	0.04334637	-0.1445301	0.093508594	-0.07809535	-0.007900759	0.018857738	0.04220771	-0.10240293	-0.032372937	-0.03138258	0.010354898
0.07195093	0.029669598	-0.0037130797	-0.08742033	0.1027402	-0.01591607	-0.13253167	0.059432633	-0.044225108	0.030623198	0.039863147	0.0043137525	-0.09873308	-0.012196936	-0.013677591	0.044708937
0.13886496	0.016306967	0.077904664	-0.061998192	-0.013898471	0.08189895	-0.18731885	0.054561667	0.028900022	0.017784223	0.033056192	-0.08427968	-0.047031403	-0.020185508	-0.019342508	0.01710065
0.10199684	0.0016882052	0.023617761	-0.051045958	0.07102417	0.04503048	-0.07868022	0.07450399	-0.021582143	-0.007776686	0.014124793	-0.07683625	-0.060028173	-0.023634901	0.02269163	-0.012134988
0.07410101	-0.0029411917	0.048880186	-0.019964354	0.0431778	0.045991313	-0.116052195	0.07196317	-0.06679188	0.06481305	0.014542592	0.036219068	-0.02955464	-0.031373065	-0.01743121	0.0131920185
0.075755015	0.079666175	0.0042725923	-0.012756091	0.06582517	0.030048788	-0.061972305	0.043763664	-0.092240304	0.06595926	-0.0110323075	-0.049124938	-0.07078997	-0.053584248	-0.004526018	-0.066908576
0.14298716	0.070370376	0.03798446	-0.10531856	0.030869938	0.078342795	-0.17791225	0.08576628	-0.06316862	0.033149995	-0.004888221	0.002615224	-0.07294931	-0.06018549	-0.011012507	0.03906288
0.059881326	0.083886646	0.037422173	-0.025990495	0.06009202	0.019848729	-0.14998515	0.09969681	-0.025748873	0.019764317	0.03321611	-0.02235988	-0.0026193114	-0.02409306	-0.049697343	-0.002093288
0.115430295	0.033668116	-0.012935812	-0.059727736	0.014355012	0.03958034	-0.20423675	0.037387352	0.005592112	0.016171247	-0.03671833	-0.016975138	-0.11439123	-0.024899725	-0.011868939	-0.026724396
0.00786604	0.0029896062	0.042709958	-0.11835874	0.047519825	0.07791588	-0.22011557	0.028508361	0.025385108	0.06442281	-0.0036995416	-0.013399645	-0.10186721	-0.028545	-0.02675648	0.066662624
